Representative,BioGuideID,TransactionDate,Ticker,Transaction,Range,House,Amount,Party
Nicholas Van Taylor,T000479,2019-01-29,MO,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Donna Shalala,S001206,2019-01-29,TCEHY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-29,AJRD,Sale,"$100,001 - $250,000",Representatives,100001.0,R
Katherine M. Clark,C001101,2019-01-29,SCCO,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2019-01-29,APC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2019-01-29,ADDYY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,CDW,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,IQV,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,SSNC,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,WCN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-01-29,BTI,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Susie Lee,L000590,2019-01-29,EQIX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-29,XEL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-01-29,ADDYY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2019-01-28,MSB,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Greg Gianforte,G000584,2019-01-28,KRG,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Virginia Foxx,F000450,2019-01-28,HESM,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Pat Toomey,T000461,2019-01-28,AX,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R
Greg Gianforte,G000584,2019-01-28,NAVI,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Gilbert Cisneros,C001123,2019-01-28,ENTG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-28,BRY,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Greg Gianforte,G000584,2019-01-28,SRC,Sale,"$50,001 - $100,000",Representatives,50001.0,R
Greg Gianforte,G000584,2019-01-28,JNJ,Sale,"$100,001 - $250,000",Representatives,100001.0,R
Greg Gianforte,G000584,2019-01-28,XOM,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Gilbert Cisneros,C001123,2019-01-28,EPAM,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-28,CTL,Purchase,"$250,001 - $500,000",Representatives,250001.0,R
Greg Gianforte,G000584,2019-01-28,QCOM,Sale,"$100,001 - $250,000",Representatives,100001.0,R
Greg Gianforte,G000584,2019-01-28,ILPT,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Gilbert Cisneros,C001123,2019-01-28,POWI,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2019-01-28,SNHY,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-28,CLNY,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Tom Malinowski,M001203,2019-01-28,POST,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-28,OPI,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Kathy Castor,C001066,2019-01-28,BRK.B,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Bill Cassidy,C001075,2019-01-25,CSCO,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Richard W. Allen,A000372,2019-01-25,UTX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Katherine M. Clark,C001101,2019-01-25,HD,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Brian Mast,M001199,2019-01-25,EXPE,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Thomas Suozzi,S001201,2019-01-25,C,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Thomas Suozzi,S001201,2019-01-25,C,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Bill Cassidy,C001075,2019-01-25,PPG,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R
Austin Scott,S001189,2019-01-25,FCEL,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Austin Scott,S001189,2019-01-25,FCEL,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Bill Cassidy,C001075,2019-01-25,DWDP,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Bill Cassidy,C001075,2019-01-25,XOM,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Katherine M. Clark,C001101,2019-01-25,PNC,Sale,"$15,001 - $50,000",Representatives,15001.0,D
David Perdue,P000612,2019-01-25,FDC,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R
Bill Cassidy,C001075,2019-01-25,CVS,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Susie Lee,L000590,2019-01-25,CTXS,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-01-25,XOM,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Bill Cassidy,C001075,2019-01-25,DIS,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Katherine M. Clark,C001101,2019-01-25,INTC,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Katherine M. Clark,C001101,2019-01-25,KHC,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Brian Mast,M001199,2019-01-25,UBS,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Katherine M. Clark,C001101,2019-01-25,CCT,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Thomas Suozzi,S001201,2019-01-25,CTRL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Bill Cassidy,C001075,2019-01-25,NVS,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Bill Cassidy,C001075,2019-01-25,AAPL,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Bill Cassidy,C001075,2019-01-25,CMCSA,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Katherine M. Clark,C001101,2019-01-25,NSC,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Bill Cassidy,C001075,2019-01-25,MDT,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Susie Lee,L000590,2019-01-24,DHR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-24,TECH,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2019-01-24,POWI,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-24,COO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-24,WST,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Susie Lee,L000590,2019-01-24,LPLA,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-24,AMN,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Thomas Suozzi,S001201,2019-01-24,IXP,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-24,FAST,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Susie Lee,L000590,2019-01-24,NTRS,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Thomas Suozzi,S001201,2019-01-24,INTC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-24,KR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-24,HDS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Sheldon Whitehouse,W000802,2019-01-24,T,Purchase,"$1,001 - $15,000",Senate,1001.0,D
Greg Gianforte,G000584,2019-01-24,HEI,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Susie Lee,L000590,2019-01-24,MTN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-24,SNA,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Susie Lee,L000590,2019-01-24,MKC,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-24,ROL,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2019-01-24,ENTG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-24,THG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Castor,C001066,2019-01-24,BX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-24,LKQ,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Brian Mast,M001199,2019-01-24,MO,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Thomas Suozzi,S001201,2019-01-24,IBM,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-24,VRSK,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Donna Shalala,S001206,2019-01-23,RGLD,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-23,CARS,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Donna Shalala,S001206,2019-01-23,AMD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-23,MSM,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Greg Gianforte,G000584,2019-01-23,ZBRA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Greg Gianforte,G000584,2019-01-23,ZBRA,Sale,"$50,001 - $100,000",Representatives,50001.0,R
David Perdue,P000612,2019-01-23,FDC,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R
Nicholas Van Taylor,T000479,2019-01-23,V,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
James R. Langevin,L000559,2019-01-23,HUYA,Sale,"$15,001 - $50,000",Representatives,15001.0,D
James R. Langevin,L000559,2019-01-23,HUYA,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Greg Gianforte,G000584,2019-01-23,AJRD,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Donna Shalala,S001206,2019-01-23,DECK,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-01-23,TCMD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-23,RUSHA,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Greg Gianforte,G000584,2019-01-23,PLYA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Greg Gianforte,G000584,2019-01-23,THR,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Greg Gianforte,G000584,2019-01-23,UNF,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Greg Gianforte,G000584,2019-01-23,AQUA,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Donna Shalala,S001206,2019-01-23,PNR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-23,WTW,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Greg Gianforte,G000584,2019-01-23,LABL,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Donna Shalala,S001206,2019-01-23,TOL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-01-23,PGRE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-23,KMPR,Purchase,"$250,001 - $500,000",Representatives,250001.0,R
Greg Gianforte,G000584,2019-01-23,HAYN,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Greg Gianforte,G000584,2019-01-23,VSAT,Purchase,"$250,001 - $500,000",Representatives,250001.0,R
Greg Gianforte,G000584,2019-01-23,HHC,Purchase,"$250,001 - $500,000",Representatives,250001.0,R
Donna Shalala,S001206,2019-01-23,HE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-23,GGT,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Greg Gianforte,G000584,2019-01-23,CXW,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Donna Shalala,S001206,2019-01-23,EEFT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-23,CATM,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Greg Gianforte,G000584,2019-01-23,MTSC,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Greg Gianforte,G000584,2019-01-23,TVPT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Greg Gianforte,G000584,2019-01-23,TGNA,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Greg Gianforte,G000584,2019-01-23,VAC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Greg Gianforte,G000584,2019-01-23,QRTEA,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Nicholas Van Taylor,T000479,2019-01-23,SCHW,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Nicholas Van Taylor,T000479,2019-01-23,EWBC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Donna Shalala,S001206,2019-01-23,QGEN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-23,DORM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Lois Frankel,F000462,2019-01-23,PPG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2019-01-23,FE,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2019-01-23,CI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2019-01-23,EPD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Thomas Suozzi,S001201,2019-01-23,URI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2019-01-23,MET,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-23,AMSF,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Donna Shalala,S001206,2019-01-23,RCII,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-23,FCFS,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Donna Shalala,S001206,2019-01-23,PBYI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-23,BEL,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Donna Shalala,S001206,2019-01-23,AOBC,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-01-22,RHT,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Robert J. Wittman,W000804,2019-01-22,PM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Earl Blumenauer,B000574,2019-01-22,FDX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Robert J. Wittman,W000804,2019-01-22,SLB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Dean Phillips,P000616,2019-01-22,DG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-01-22,FB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Nicholas Van Taylor,T000479,2019-01-22,DIS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Robert J. Wittman,W000804,2019-01-22,CVS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
David Perdue,P000612,2019-01-22,WPX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Nicholas Van Taylor,T000479,2019-01-22,ENLAY,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Nicholas Van Taylor,T000479,2019-01-22,REGN,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John Hoeven,H001061,2019-01-19,WTW,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R
Greg Gianforte,G000584,2019-01-18,WB,Sale,"$100,001 - $250,000",Representatives,100001.0,R
Josh Gottheimer,G000583,2019-01-18,MTDR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2019-01-18,POL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2019-01-18,MTSI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Greg Gianforte,G000584,2019-01-18,FANUY,Sale,"$100,001 - $250,000",Representatives,100001.0,R
Tom Malinowski,M001203,2019-01-18,FRT,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Greg Gianforte,G000584,2019-01-18,DNTUY,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
David Perdue,P000612,2019-01-18,WPX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Tom Malinowski,M001203,2019-01-18,SPG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Brian Mast,M001199,2019-01-18,TLRY,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
David Perdue,P000612,2019-01-18,WPX,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Greg Gianforte,G000584,2019-01-18,KUBTY,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Nicholas Van Taylor,T000479,2019-01-18,XOM,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Peter Welch,W000800,2019-01-18,STT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2019-01-18,DG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Cindy Axne,A000378,2019-01-18,FB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2019-01-18,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Cindy Axne,A000378,2019-01-18,FB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2019-01-18,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2019-01-18,AAPL,Purchase,"$100,001 - $250,000",Representatives,100001.0,D
Nicholas Van Taylor,T000479,2019-01-18,XOM,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Susie Lee,L000590,2019-01-18,FISV,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2019-01-18,PATK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2019-01-18,PCAR,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Josh Gottheimer,G000583,2019-01-18,AAPL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Ed Perlmutter,P000593,2019-01-18,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2019-01-18,JPM,Purchase,"$50,001 - $100,000",Representatives,50001.0,D
David Perdue,P000612,2019-01-17,FDC,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R
Nicholas Van Taylor,T000479,2019-01-17,ABB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Donna Shalala,S001206,2019-01-17,DNTUY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-17,GPK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2019-01-16,DG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
James M. Inhofe,I000024,2019-01-16,DAL,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R
James M. Inhofe,I000024,2019-01-16,ALB,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R
James M. Inhofe,I000024,2019-01-16,KMX,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R
Susie Lee,L000590,2019-01-16,PLNT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-16,STI,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-01-16,DNTUY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
James M. Inhofe,I000024,2019-01-16,BABA,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R
David Perdue,P000612,2019-01-16,FDC,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R
Donna Shalala,S001206,2019-01-16,KUBTY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-01-16,ADP,Sale,"$1,001 - $15,000",Representatives,1001.0,R
James M. Inhofe,I000024,2019-01-15,V,Sale (Partial),"$50,001 - $100,000",Senate,50001.0,R
Donna Shalala,S001206,2019-01-15,KUBTY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Brian Mast,M001199,2019-01-15,UBS,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Donna Shalala,S001206,2019-01-15,DNTUY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
David Perdue,P000612,2019-01-15,BWXT,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Donna Shalala,S001206,2019-01-15,FANUY,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-01-15,WB,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Brian Mast,M001199,2019-01-15,PETQ,Sale,"$15,001 - $50,000",Representatives,15001.0,R
James M. Inhofe,I000024,2019-01-15,AMZN,Sale (Partial),"$100,001 - $250,000",Senate,100001.0,R
Dean Phillips,P000616,2019-01-15,DLTR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dean Phillips,P000616,2019-01-15,MAS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2019-01-15,FANUY,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2019-01-15,SPKE,Sale,"$50,001 - $100,000",Representatives,50001.0,R
Tom Malinowski,M001203,2019-01-15,CSLT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2019-01-14,DELL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Thomas Suozzi,S001201,2019-01-14,NVDA,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Nicholas Van Taylor,T000479,2019-01-14,UPS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
David B. Mckinley,M001180,2019-01-14,DLTR,Sale,$482.09,Representatives,482.09,R
David B. Mckinley,M001180,2019-01-14,CERN,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
David B. Mckinley,M001180,2019-01-14,CERN,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Nicholas Van Taylor,T000479,2019-01-14,AZN,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Peter J. Visclosky,V000108,2019-01-14,VOD,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donna Shalala,S001206,2019-01-14,WB,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Peter J. Visclosky,V000108,2019-01-14,ANTM,Sale,"$15,001 - $50,000",Representatives,15001.0,D
David B. Mckinley,M001180,2019-01-14,ORLY,Sale,$336.91,Representatives,336.91,R
Lois Frankel,F000462,2019-01-14,BAH,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Thomas Suozzi,S001201,2019-01-14,TEL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
David Cheston Rouzer,R000603,2019-01-14,EXG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
David B. Mckinley,M001180,2019-01-14,WM,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Dean Phillips,P000616,2019-01-14,DLTR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Nicholas Van Taylor,T000479,2019-01-14,MO,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Nicholas Van Taylor,T000479,2019-01-14,KMB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
David B. Mckinley,M001180,2019-01-14,ACN,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Peter J. Visclosky,V000108,2019-01-14,AEP,Sale,"$1,001 - $15,000",Representatives,1001.0,D
David B. Mckinley,M001180,2019-01-14,EXPD,Sale,$403.92,Representatives,403.92,R
Nicholas Van Taylor,T000479,2019-01-14,VZ,Sale,"$1,001 - $15,000",Representatives,1001.0,R
David B. Mckinley,M001180,2019-01-14,CTSH,Sale,"$1,001 - $15,000",Representatives,1001.0,R
David B. Mckinley,M001180,2019-01-14,CTSH,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Peter J. Visclosky,V000108,2019-01-14,ENB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
David B. Mckinley,M001180,2019-01-14,SBUX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
David B. Mckinley,M001180,2019-01-14,UTX,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Peter J. Visclosky,V000108,2019-01-14,T,Sale,"$15,001 - $50,000",Representatives,15001.0,D
David B. Mckinley,M001180,2019-01-14,WBA,Sale,"$1,001 - $15,000",Representatives,1001.0,R
David B. Mckinley,M001180,2019-01-14,MMM,Sale,$762.12,Representatives,762.12,R
David B. Mckinley,M001180,2019-01-14,COST,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Virginia Foxx,F000450,2019-01-14,EPD,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Peter J. Visclosky,V000108,2019-01-14,XOM,Sale,"$15,001 - $50,000",Representatives,15001.0,D
