Representative,BioGuideID,TransactionDate,Ticker,Transaction,Range,House,Amount,Party
Pete Sessions,S000250,2024-09-10,NVDA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Laurel Lee,L000597,2024-09-10,JPM,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Pete Sessions,S000250,2024-09-09,MSFT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Rudy Yakym Iii,Y000067,2024-09-05,MATURE,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,ACN,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,ABBV,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,AVB,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,PNC,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,MS,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,AMD,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,LRCX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,TXN,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,APTV,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,GOOG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,AMAT,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,UBER,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,APD,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,BDX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,CCI,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,COP,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,BK,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,WM,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,MCHP,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,ZBRA,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,WAB,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,AEP,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,BX,Sale,$985.47,Representatives,985.47,R
John James,J000307,2024-09-04,MRVL,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,CME,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,RTX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,LMT,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,PEP,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,SO,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,CIEN,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,GOOGL,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,JNJ,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,GIS,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,PKG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,TT,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,WEC,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,THC,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,AVY,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,SONY,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,CTVA,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,TKO,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,SNY,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,SHEL,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,FNF,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,AEE,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,CMCSA,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,EOG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,AVGO,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,PLD,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,MRK,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,HD,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,WMT,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,BLK,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,MMC,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,AAPL,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,VLO,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,V,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,MSFT,Sale,"$15,001 - $50,000",Representatives,15001.0,R
John James,J000307,2024-09-04,MCD,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,TJX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,KO,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,T,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,IBM,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,EBAY,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,HON,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,PSA,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,DNB,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,ICE,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,BAC,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,DIS,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,CMI,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,PG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,CSCO,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,UNH,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,ADP,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,TMO,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,NEE,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,AMZN,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,MDT,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,ABT,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,AVTR,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,CTSH,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,LIN,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,ETR,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,ELV,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,HUM,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,CDW,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,MDLZ,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,CAH,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,BAH,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,META,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,GPC,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,RGA,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,NVO,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,BRK.B,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,DLTR,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,EA,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,PPG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,JPM,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,KLAC,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,DEO,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,BP,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,PH,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,ICLR,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,FTV,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,WFC,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,CVX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,DFS,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,ADI,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,PEG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,MU,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,NOC,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,OTIS,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,SKX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,NVDA,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-09-04,CB,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-09-03,CRWD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-09-03,LULU,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-09-03,SCHW,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-09-03,NVDA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-09-03,DLR,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-09-03,TSLA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-09-03,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-09-03,GOOG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Michael C. Burgess,B001248,2024-09-03,ILMN,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-09-03,PANW,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-09-03,AAPL,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-09-03,QCOM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-09-03,GLW,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-09-03,UPS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
A. Mitchell Jr. McConnell,M000355,2024-09-01,WFC,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Suzan K. Delbene,D000617,2024-08-31,MSFT,Sale,"$100,001 - $250,000",Representatives,100001.0,D
Josh Gottheimer,G000583,2024-08-30,LOW,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2024-08-30,BRK.B,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2024-08-30,ETN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2024-08-30,NSC,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2024-08-30,TXN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2024-08-30,APD,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2024-08-30,SNPS,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Michael C. Burgess,B001248,2024-08-30,ILMN,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Josh Gottheimer,G000583,2024-08-30,BNTX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
John Hickenlooper,H000273,2024-08-30,BATRK,Sale (Full),"$50,001 - $100,000",Senate,50001.0,D
John Hickenlooper,H000273,2024-08-28,BATRK,Sale (Full),"$250,001 - $500,000",Senate,250001.0,D
John Hickenlooper,H000273,2024-08-28,BATRK,Purchase,"$100,001 - $250,000",Senate,100001.0,D
John James,J000307,2024-08-28,ROST,Sale,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-08-28,GOOG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Mark Dr Green,G000590,2024-08-28,NGL,Sale,"$50,001 - $100,000",Representatives,50001.0,R
Shelley Moore Capito,C001047,2024-08-28,NKE,Purchase,"$1,001 - $15,000",Senate,1001.0,R
John James,J000307,2024-08-28,UBER,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
John James,J000307,2024-08-28,UPS,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2024-08-28,TSLA,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Eleanor Holmes Norton,N000147,2024-08-27,BRK.B,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Shelley Moore Capito,C001047,2024-08-27,AVGO,Purchase,"$1,001 - $15,000",Senate,1001.0,R
Tommy Tuberville,T000278,2024-08-26,AAPL,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R
Jonathan Jackson,J000309,2024-08-26,LRCX,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Jonathan Jackson,J000309,2024-08-26,SPG,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Tommy Tuberville,T000278,2024-08-26,EIBLX,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R
Tommy Tuberville,T000278,2024-08-26,ABNFX,Purchase,"$50,001 - $100,000",Senate,50001.0,R
Tommy Tuberville,T000278,2024-08-26,CVS,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R
Tommy Tuberville,T000278,2024-08-26,MDT,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R
Tommy Tuberville,T000278,2024-08-26,UPS,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R
Max Miller,M001222,2024-08-22,GLA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Shelley Moore Capito,C001047,2024-08-22,NSC,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-08-21,KMI,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-08-21,GOOG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-08-21,FDX,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Marjorie Taylor Mrs Greene,G000596,2024-08-21,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Greg Landsman,L000601,2024-08-21,AMZN,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Marjorie Taylor Mrs Greene,G000596,2024-08-21,INTC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Greg Landsman,L000601,2024-08-21,ANET,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Marjorie Taylor Mrs Greene,G000596,2024-08-21,NVDA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Markwayne Mullin,M001190,2024-08-20,EW,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R
Markwayne Mullin,M001190,2024-08-20,SBUX,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R
Markwayne Mullin,M001190,2024-08-20,IQV,Purchase,"$15,001 - $50,000",Senate,15001.0,R
Virginia Foxx,F000450,2024-08-20,HTGC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Markwayne Mullin,M001190,2024-08-20,TJX,Purchase,"$15,001 - $50,000",Senate,15001.0,R
Virginia Foxx,F000450,2024-08-19,ET,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2024-08-19,ABT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Morgan Mcgarvey,M001220,2024-08-19,AAPL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Jake Auchincloss,A000148,2024-08-16,STT,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Sheldon Whitehouse,W000802,2024-08-15,SNOW,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D
Lloyd Doggett,D000399,2024-08-15,PG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Earl Blumenauer,B000574,2024-08-15,NWN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
C. Scott Franklin,F000472,2024-08-14,SBUX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2024-08-14,SBUX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
C. Scott Franklin,F000472,2024-08-14,SBUX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-14,SBUX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Richard W. Allen,A000372,2024-08-14,DE,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Greg Landsman,L000601,2024-08-14,ADBE,Sale,"$15,001 - $50,000",Representatives,15001.0,D
C. Scott Franklin,F000472,2024-08-14,SBUX,Sale,"$100,001 - $250,000",Representatives,100001.0,R
Greg Landsman,L000601,2024-08-14,ULTA,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2024-08-14,ARLP,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Greg Landsman,L000601,2024-08-14,ANET,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
John James,J000307,2024-08-13,ROST,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Morgan Mcgarvey,M001220,2024-08-13,AAPL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2024-08-12,MSFT,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Josh Gottheimer,G000583,2024-08-12,MSFT,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Carol Devine Miller,M001205,2024-08-12,WBD,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Kathy Manning,M001135,2024-08-09,PFE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2024-08-09,SBUX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Debbie Wasserman Schultz,W000797,2024-08-09,HL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2024-08-08,HSHCY,Sale,"$1,001 - $15,000",Representatives,1001.0,D
James E Hon Banks,B001299,2024-08-08,YUM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-07,GD,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
C. Scott Franklin,F000472,2024-08-07,CB,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
C. Scott Franklin,F000472,2024-08-07,MCD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-07,UPS,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
C. Scott Franklin,F000472,2024-08-07,FBKWX,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
C. Scott Franklin,F000472,2024-08-07,QQQM,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
C. Scott Franklin,F000472,2024-08-07,LSYIX,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
C. Scott Franklin,F000472,2024-08-07,ACN,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
C. Scott Franklin,F000472,2024-08-07,AMGN,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
C. Scott Franklin,F000472,2024-08-07,JNJ,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
C. Scott Franklin,F000472,2024-08-07,SBUX,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
C. Scott Franklin,F000472,2024-08-07,APD,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
C. Scott Franklin,F000472,2024-08-07,HSY,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
C. Scott Franklin,F000472,2024-08-06,BRKB,Sale,"$15,001 - $50,000",Representatives,15001.0,R
C. Scott Franklin,F000472,2024-08-06,QQQ,Sale,"$100,001 - $250,000",Representatives,100001.0,R
Josh Gottheimer,G000583,2024-08-06,AMD,Sale,"$1,001 - $15,000",Representatives,1001.0,D
C. Scott Franklin,F000472,2024-08-06,FQAL,Sale,"$15,001 - $50,000",Representatives,15001.0,R
C. Scott Franklin,F000472,2024-08-06,DGRO,Sale,"$15,001 - $50,000",Representatives,15001.0,R
C. Scott Franklin,F000472,2024-08-06,FFRHX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-06,ONEQ,Sale,"$15,001 - $50,000",Representatives,15001.0,R
C. Scott Franklin,F000472,2024-08-06,NEE,Sale,"$50,001 - $100,000",Representatives,50001.0,R
C. Scott Franklin,F000472,2024-08-06,KVUE,Sale,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-06,JPM,Sale,"$15,001 - $50,000",Representatives,15001.0,R
C. Scott Franklin,F000472,2024-08-06,IJR,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2024-08-06,CHUY,Sale,"$1,001 - $15,000",Representatives,1001.0,D
C. Scott Franklin,F000472,2024-08-06,DFS,Sale,"$50,001 - $100,000",Representatives,50001.0,R
C. Scott Franklin,F000472,2024-08-06,IJR,Sale,"$50,001 - $100,000",Representatives,50001.0,R
Josh Gottheimer,G000583,2024-08-06,FWRG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
C. Scott Franklin,F000472,2024-08-06,WMT,Sale,"$15,001 - $50,000",Representatives,15001.0,R
C. Scott Franklin,F000472,2024-08-06,LUBYX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-06,MSFT,Sale,"$15,001 - $50,000",Representatives,15001.0,R
C. Scott Franklin,F000472,2024-08-06,COST,Sale,"$15,001 - $50,000",Representatives,15001.0,R
C. Scott Franklin,F000472,2024-08-06,AAPL,Sale,"$15,001 - $50,000",Representatives,15001.0,R
C. Scott Franklin,F000472,2024-08-06,PFE,Sale,"$15,001 - $50,000",Representatives,15001.0,R
Josh Gottheimer,G000583,2024-08-05,NOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2024-08-05,TNDM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susan M. Collins,C001035,2024-08-05,GL,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R
Josh Gottheimer,G000583,2024-08-05,KO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Mark Dr Green,G000590,2024-08-05,NGL,Sale,"$50,001 - $100,000",Representatives,50001.0,R
Josh Gottheimer,G000583,2024-08-05,SPOT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
C. Scott Franklin,F000472,2024-08-02,CB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2024-08-02,JBL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
C. Scott Franklin,F000472,2024-08-02,MRK,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-02,GD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2024-08-02,KO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
C. Scott Franklin,F000472,2024-08-02,MCD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2024-08-02,BKNG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
C. Scott Franklin,F000472,2024-08-02,PG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-02,PEP,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-02,UPS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Thomas H. Kean Jr.,K000398,2024-08-02,FTV,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-02,QQQM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-02,LSYIX,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-02,FBKWX,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
C. Scott Franklin,F000472,2024-08-02,SBUX,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2024-08-02,ORCL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
C. Scott Franklin,F000472,2024-08-02,AMGN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2024-08-02,MAR,Sale,"$1,001 - $15,000",Representatives,1001.0,D
C. Scott Franklin,F000472,2024-08-02,ACN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-02,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
C. Scott Franklin,F000472,2024-08-02,APD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2024-08-02,GS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Maria Elvira Salazar,S000168,2024-08-02,AR,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Virginia Foxx,F000450,2024-08-01,T$A,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2024-08-01,SHOP,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2024-08-01,GS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
